title,description,location,price,label
Food Festival in Kurunegala,"Join the food festival happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,1500,real
Buddhist Ceremony in Jaffna,"Join the buddhist ceremony happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,2000,real
Cultural Dance Show in Polonnaruwa,"Join the cultural dance show happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,0,real
Lottery Winner Event Anuradhapura,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Anuradhapura,0,fake
Village Drama in Badulla,"Join the village drama happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,500,real
Crypto Double Money Event Polonnaruwa,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Polonnaruwa,2000,fake
Educational Workshop in Jaffna,"Join the educational workshop happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,500,real
Buddhist Ceremony in Galle,"Join the buddhist ceremony happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,500,real
Village Drama in Badulla,"Join the village drama happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,500,real
Win Free iPhone Polonnaruwa,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Polonnaruwa,0,fake
Temple Perahera in Negombo,"Join the temple perahera happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,1500,real
Community Festival in Negombo,"Join the community festival happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,0,real
Crypto Double Money Event Anuradhapura,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Anuradhapura,5000,fake
Community Festival in Nuwara Eliya,"Join the community festival happening in Nuwara Eliya. Enjoy cultural performances, food stalls, and community activities.",Nuwara Eliya,1500,real
Food Festival in Matara,"Join the food festival happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,1000,real
Educational Workshop in Negombo,"Join the educational workshop happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,0,real
Cultural Dance Show in Batticaloa,"Join the cultural dance show happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,1000,real
Cultural Dance Show in Batticaloa,"Join the cultural dance show happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,0,real
Music Concert in Badulla,"Join the music concert happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,2000,real
Village Drama in Badulla,"Join the village drama happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,0,real
Cultural Dance Show in Kurunegala,"Join the cultural dance show happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,1000,real
Buddhist Ceremony in Kurunegala,"Join the buddhist ceremony happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,1000,real
Crypto Double Money Event Badulla,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Badulla,5000,fake
Village Drama in Badulla,"Join the village drama happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,500,real
Cultural Dance Show in Badulla,"Join the cultural dance show happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,1500,real
Handicraft Fair in Colombo,"Join the handicraft fair happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,1000,real
Urgent VIP Ticket Offer Anuradhapura,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Anuradhapura,1000,fake
Village Drama in Negombo,"Join the village drama happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,1000,real
Temple Perahera in Kalutara,"Join the temple perahera happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,1000,real
Handicraft Fair in Kurunegala,"Join the handicraft fair happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,0,real
Buddhist Ceremony in Negombo,"Join the buddhist ceremony happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,0,real
Food Festival in Galle,"Join the food festival happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,2000,real
Handicraft Fair in Polonnaruwa,"Join the handicraft fair happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,2000,real
Limited Prize Giveaway Negombo,Hurry! Limited Prize Giveaway. Send payment immediately to secure your reward or VIP access.,Negombo,5000,fake
Music Concert in Nuwara Eliya,"Join the music concert happening in Nuwara Eliya. Enjoy cultural performances, food stalls, and community activities.",Nuwara Eliya,2000,real
Cultural Dance Show in Kandy,"Join the cultural dance show happening in Kandy. Enjoy cultural performances, food stalls, and community activities.",Kandy,500,real
Lottery Winner Event Polonnaruwa,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Polonnaruwa,1000,fake
Temple Perahera in Kurunegala,"Join the temple perahera happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,500,real
Urgent VIP Ticket Offer Galle,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Galle,5000,fake
Community Festival in Anuradhapura,"Join the community festival happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,1500,real
Crypto Double Money Event Polonnaruwa,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Polonnaruwa,2000,fake
Cultural Dance Show in Matara,"Join the cultural dance show happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
Temple Perahera in Matara,"Join the temple perahera happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,0,real
Village Drama in Trincomalee,"Join the village drama happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,0,real
Temple Perahera in Trincomalee,"Join the temple perahera happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,1000,real
Cultural Dance Show in Jaffna,"Join the cultural dance show happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,0,real
Limited Prize Giveaway Negombo,Hurry! Limited Prize Giveaway. Send payment immediately to secure your reward or VIP access.,Negombo,5000,fake
Art Exhibition in Matara,"Join the art exhibition happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,1500,real
Community Festival in Kandy,"Join the community festival happening in Kandy. Enjoy cultural performances, food stalls, and community activities.",Kandy,2000,real
Village Drama in Polonnaruwa,"Join the village drama happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,0,real
Limited Prize Giveaway Ratnapura,Hurry! Limited Prize Giveaway. Send payment immediately to secure your reward or VIP access.,Ratnapura,1000,fake
Win Free iPhone Polonnaruwa,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Polonnaruwa,2000,fake
Music Concert in Kurunegala,"Join the music concert happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,1000,real
Food Festival in Kalutara,"Join the food festival happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,500,real
Village Drama in Jaffna,"Join the village drama happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,1000,real
Educational Workshop in Kalutara,"Join the educational workshop happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,2000,real
Educational Workshop in Matara,"Join the educational workshop happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,0,real
Community Festival in Polonnaruwa,"Join the community festival happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,1000,real
Cultural Dance Show in Ratnapura,"Join the cultural dance show happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,1500,real
Food Festival in Colombo,"Join the food festival happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,2000,real
Village Drama in Nuwara Eliya,"Join the village drama happening in Nuwara Eliya. Enjoy cultural performances, food stalls, and community activities.",Nuwara Eliya,500,real
Music Concert in Nuwara Eliya,"Join the music concert happening in Nuwara Eliya. Enjoy cultural performances, food stalls, and community activities.",Nuwara Eliya,1500,real
Art Exhibition in Anuradhapura,"Join the art exhibition happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,500,real
Educational Workshop in Trincomalee,"Join the educational workshop happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,500,real
Temple Perahera in Kandy,"Join the temple perahera happening in Kandy. Enjoy cultural performances, food stalls, and community activities.",Kandy,2000,real
